Code,Mfr,Model,Type,Horsepower,Thrust
42714,LYCOMING,IO-390-D3B6,Reciprocating,210,
42715,LYCOMING,TEO-540-C1A,Reciprocating,375,
42716,LYCOMING,IGO-480,Reciprocating,295,
42717,LYCOMING,O-235,Reciprocating,115,
42718,LYCOMING,IO-540-K1B5,Turbo-prop,300,
42770,LYCOMING,YAEIO-580,Reciprocating,315,
42801,LZ DESIGN,FES SIL 100,Electric,81,
42805,LZ DESIGN,FES-VEN-M100,Electric,81,
42810,LZ DESIGN,FES-LAK-M100,Electric,30,
42811,LZ DESIGN,FES-DIA-M100,Electric,40,
42812,LZ DESIGN,LES-LAK-C100,Electric,75,
42980,TCM,IO-370,4 Cycle,180,
42981,TCM,O-200-D4B,4 Cycle,100,
42990,TCM,IO-550-N,Reciprocating,310,
42999,LYCOMING,HIO-390-X252,Reciprocating,210,
43000,TCM,TSIOF-550J,Reciprocating,350,
43001,LYCOMING,AEIO-390-X,Reciprocating,210,
43101,MCCULLOCH,4318A&E/0-100,Reciprocating,72,
43102,MCCULLOCH,ALL MDLS A/B,Reciprocating,,
43103,MCCULLOCH,430,Reciprocating,90,
43104,LYCOMING,YAEIO-233-EXP,Reciprocating,115,
43200,MAZDA,13B,Reciprocating,146,
43201,MAZDA,13B,Rotary,146,
43300,MAGNIX,MAGNI250,Electric,375,
43301,MAGNIX,MAGNI500,Electric,750,
43302,MAGNIX,MAGNI650,Electric,750,
43501,MENASCO,0-45,Reciprocating,22,
43504,MENASCO,PIRATE C4 D4,Reciprocating,125,
43505,MENASCO,PIRATE C4S,Reciprocating,150,
43506,MENASCO,SUP PIRT D4B,Reciprocating,160,
43509,MENASCO,BUCCANEER B6S,Reciprocating,200,
43510,MENASCO,PIRATE B-4,Reciprocating,95,
43511,MENASCO,PIRATE M-50,Reciprocating,50,
43512,MENASCO,BUCCANEER B-6,Reciprocating,160,
43513,MENASCO,S PIRATE DRB,Reciprocating,160,
43515,MENASCO,C6S-4,Reciprocating,290,
43516,MENASCO,B6S,Reciprocating,200,
43517,MENASCO,PIRATE C4,Reciprocating,125,
43518,MENASCO,PIRATE D4,Reciprocating,125,
43519,MENASCO,DR-87,Reciprocating,125,
43520,MENASCO,A-6,Reciprocating,140,
43521,MENASCO,PIRATE A-4,Reciprocating,90,
43522,MENASCO,S PIRATE D4B,Reciprocating,160,
43523,MENASCO,PIRATE D4-87,Reciprocating,125,
43600,DAIML BENZ,DB605A1,Reciprocating,1475,
43601,DAIML BENZ,DB 605D,Reciprocating,1700,
43622,DAIML BENZ,DB605A,Reciprocating,1775,
43701,MERCEDES,D111A,Reciprocating,180,
43801,MERCURY,MK78/75/,Reciprocating,70,
43810,MERCURY,1000,Reciprocating,100,
43901,MICRO,TRS-18,Turbo-jet,800,
43925,HONDA,K24A4,4 Cycle,160,
43951,MICRORURBO,TJ100B,Turbo-jet,,1250
44001,MILW PARTS,TANK VSER,Reciprocating,115,
44002,MILW PARTS,TANK V502,Reciprocating,115,
44003,MILW PARTS,TANK V470,Reciprocating,115,
44100,MISTRAL,G-190,Reciprocating,190,
44101,MISTRAL,G-300,Rotary,300,
45010,M&D FLUGZE,MD-TJ42,Turbo-jet,,350
45999,MONOCOUPE,LAMBERT R-266,Reciprocating,90,
46000,MOTORLET,M-701C,Turbo-jet,1960,
46001,MOTORLET,M601E-11,Turbo-prop,751,
46002,MOTORLET,M601E-11S,Turbo-prop,751,
46003,MOTORLET,M601E-11A,Turbo-prop,705,
46004,MOTORLET,M601E-11AS,Turbo-prop,705,
46005,MOTORLET,M601F,Turbo-prop,777,
46006,MOTORLET,M601D-11,Turbo-prop,604,
46007,MOTORLET,M-701(SERIES),Turbo-jet,,1962
46025,MOTOR-SICH,AI-25TL,Turbo-fan,,1720
46060,MOTORSTAR,M-14P-XEDK,Reciprocating,360,
46061,MOTORSTAR,M14-PDXK,Reciprocating,360,
46100,MOTO GUZZI,750,Reciprocating,65,
47400,NATIONAL A,E-107A,Reciprocating,30,
47401,NATIONAL A,E-113,Reciprocating,36,
47402,NATIONAL A,E-113A,Reciprocating,36,
47403,NATIONAL A,E-113B,Reciprocating,36,
47404,NATIONAL A,E-113C,Reciprocating,40,
47405,NATIONAL A,E-113CDB,Reciprocating,45,
47406,NATIONAL A,E-113CB,Reciprocating,42,
47407,NATIONAL A,E-113CD,Reciprocating,42,
47501,NELSON,H-44-54-59-63,Reciprocating,48,
47801,OLDSMOBILE,ROCKET 64654,Reciprocating,290,
47850,ONAN,ALL MDLS A/B,Reciprocating,,
47870,ORBITAL,N20B,2 Cycle,1,
47906,ORENDA,10,Turbo-jet,710,
47910,ORENDA,14,Turbo-jet,750,
47911,ORENDA,OE600A,Reciprocating,600,
47912,ORENDA,J85-15,Turbo-jet,,2950
47915,ORENDA,J85-CAN-15,Turbo-jet,,4300
48001,OUTBOARD,BIG TWIN,Reciprocating,35,
49001,PKRD-ROLL,V1650 SERIES,Reciprocating,1490,
49500,PACKARD,RR V-1650-7,Reciprocating,1315,
49501,PACKARD,LIBERTY,Reciprocating,400,
49600,PBS VELKA,TJ100,Turbo-jet,,1250
49601,PBS,TJ100,Turbo-jet,,1250
49602,PBS,TP100,Turbo-prop,241,
49800,PEZETEL,ASZ-621R-M18,Reciprocating,967,
49850,PIPISTREL,PEM 60MVLC,Electric,80,
49851,PIPISTREL,E-811 SERIES,Electric,77,
49852,PIPISTREL,ELECTRO 40/30,Electric,54,
50001,PHILLIPS,333 SERIES,Reciprocating,120,
50002,PHILLIPS,333,Reciprocating,120,
50003,PHILLIPS,333A,Reciprocating,120,
50004,PHILLIPS,333B,Reciprocating,120,
50303,POBBJOY,R SERIES,Reciprocating,90,
50501,POLLMAN,KFM 40/3500/2,Reciprocating,40,
51001,PORSCHE,678/4,Reciprocating,75,
51002,PORSCHE,PFM3200N03,Reciprocating,217,
51003,PORSCHE,930-67,Reciprocating,255,
51004,PORSCHE,PFM3200N01,Reciprocating,209,
51005,PORSCHE,PFM3200N02,Reciprocating,209,
51100,POTEZ,4534,Reciprocating,260,
51459,P&W C,XPT6A-65SC,Turbo-prop,1110,
51465,P&W C,XPT6A-140,Turbo-prop,867,
51497,P&W CANADA,PW200,Turbo-shaft,500,
51498,P&W CANADA,PW127M,Turbo-prop,2475,
51499,P&W CANADA,PT6A-140,Turbo-prop,867,
51500,MID-WEST,AE50R,Reciprocating,50,
51501,POST,A-L1000,Reciprocating,40,
51502,P & W,JFTD12A-4A,Turbo-shaft,4500,
51503,P & W,T73-P-1,Turbo-shaft,4500,
51504,P & W,JFTD12A-5A,Turbo-shaft,4800,
51505,P & W,T73-P-700,Turbo-shaft,4800,
51506,P & W,PW6122A,Turbo-fan,,22100
51507,P & W,PW6124A,Turbo-fan,,23800
51508,P & W,PW4164,Turbo-fan,,64500
51509,P & W,PW4168,Turbo-fan,,68600
51510,P & W,PW4168A,Turbo-fan,,68600
51511,P & W,PW2037(M),Turbo-fan,,37530
51512,P & W,PW2037D,Turbo-fan,,37530
51513,P & W,F117-PW-100,Turbo-fan,,40900
51514,P & W,PW2240,Turbo-fan,,40900
51515,P & W,PW2337,Turbo-fan,,37530
51516,P & W,PW2043,Turbo-fan,,43000
51517,P & W,PW2643,Turbo-fan,,43000
51518,P & W,PW2143,Turbo-fan,,43000
51519,P & W,PW2040D,Turbo-fan,,40900
51520,P & W,PT6T-3,Turbo-shaft,900,
51521,P & W,PT6T-3A,Turbo-shaft,900,
51522,P & W,PT6T-3B,Turbo-shaft,900,
51523,P & W,PT6T-3BE,Turbo-shaft,900,
51524,P & W,PT6T-6,Turbo-shaft,925,
51525,P & W,PT6T-3D,Turbo-shaft,900,
51526,P & W,PT6T-3DE,Turbo-shaft,900,
51527,P & W,PT6T-3DF,Turbo-shaft,900,
51528,P & W,PT6T-3BF,Turbo-shaft,900,
51529,P & W,PT6T-3BG,Turbo-shaft,900,
51530,P & W,PT6T-9,Turbo-shaft,928,
51531,P & W,PW4074,Turbo-fan,,77440
51532,P & W,PW4077,Turbo-fan,,79960
51533,P & W,PW4084,Turbo-fan,,86760
51534,P & W,PW4074D,Turbo-fan,,77440
51535,P & W,PW4077D,Turbo-fan,,79960
51536,P & W,PW4084D,Turbo-fan,,86760
51537,P & W,PW4090,Turbo-fan,,91790
51538,P & W,PW4090-3,Turbo-fan,,91790
51539,P & W,PW4090D,Turbo-fan,,91790
51540,P & W,PW4098,Turbo-fan,,99040
51541,P & W,JT9D-7,Turbo-fan,,45500
51542,P & W,JT9D-7H,Turbo-fan,,45500
51543,P & W,JT9D-7A,Turbo-fan,,46150
51544,P & W,JT9D-7AH,Turbo-fan,,46150
51545,P & W,JT9D-7F,Turbo-fan,,46750
51546,P & W,JT9D-7J,Turbo-fan,,48650
51547,P & W,JT9D-20,Turbo-fan,,44500
51548,P & W,JT9D-20J,Turbo-fan,,48050
51549,P & W,JT9D-59A,Turbo-fan,,51720
51550,P & W,JT9D-70A,Turbo-fan,,51140
51551,P & W,JT9D-7Q,Turbo-fan,,51900
51552,P & W,JT9D-7Q3,Turbo-fan,,51900
51553,P & W,JT9D-7R4D,Turbo-fan,,48000
51554,P & W,JT9D-7R4D1,Turbo-fan,,48000
51555,P & W,JT9D-7R4E,Turbo-fan,,50000
51556,P & W,JT9D-7R4E1,Turbo-fan,,50000
51557,P & W,JT9D-7R4G2,Turbo-fan,,54750
51558,P & W,JT9D-7R4H1,Turbo-fan,,56000
51559,P & W,JT9D-7R4E4,Turbo-fan,,50000
51560,P & W,R-2800-27,Reciprocating,2000,
51561,P & W,R-2800-27M1,Reciprocating,2000,
51562,P & W,R-2800-31,Reciprocating,2000,
51563,P & W,R-2800-31M1,Reciprocating,2000,
51564,P & W,R-2800-43,Reciprocating,2000,
51565,P & W,R-2800-51,Reciprocating,2000,
51566,P & W,R-2800-51M1,Reciprocating,2000,
51567,P & W,R-2800-71,Reciprocating,2000,
51568,P & W,R-2800-75,Reciprocating,2000,
51569,P & W,R-2800-75M1,Reciprocating,2000,
51570,P & W,R-2800-79,Reciprocating,2000,
51571,P & W,R-2800-21,Reciprocating,2000,
51572,P & W,R-2800-21M1,Reciprocating,2000,
51573,P & W,R-2800-51M3,Reciprocating,2000,
51574,P & W,R-2800-51M4,Reciprocating,2000,
51575,P & W,R-2800-59,Reciprocating,2000,
51576,P & W,R-2800-59M1,Reciprocating,2000,
51577,P & W,R-2800-63,Reciprocating,2000,
51578,P & W,R-2800-75M2,Reciprocating,2000,
51579,P & W,R-2800-75M3,Reciprocating,2000,
51580,P & W,R-2800-31M2,Reciprocating,2000,
51581,P & W,R-2800-51M2,Reciprocating,2000,
51582,P & W,R-2000-7M2,Reciprocating,1450,
51583,P & W,R-2000-94M,Reciprocating,1450,
51584,P & W,R-2000-4M2,Reciprocating,1450,
51585,P & W,R-2000-9,Reciprocating,1450,
51586,P & W,R-2000-9A,Reciprocating,1450,
51587,P & W,R-2000-9M1,Reciprocating,1450,
51588,P & W,R-2000-4,Reciprocating,1450,
51589,P & W,R-2000-4M1,Reciprocating,1450,
51590,P & W,R-2000-9M2,Reciprocating,1450,
51591,P & W,R-2000-9M3,Reciprocating,1450,
51592,P & W,R-2000-11M2,Reciprocating,1450,
51593,P & W,R-2000-11M3,Reciprocating,1450,
51594,P & W,R-2000-3,Reciprocating,1350,
51595,P & W,R-2000-7,Reciprocating,1350,
51596,P & W,R-2000-7M1,Reciprocating,1350,
51597,P & W,R-2000-11,Reciprocating,1350,
51598,P & W,R-2000-11M1,Reciprocating,1350,
51599,P & W,R-2000-11M4,Reciprocating,1350,
51600,P & W,R-2000-7M3,Reciprocating,1350,
51601,P & W,R-2000-9M6,Reciprocating,1350,
51602,P & W,SR-1340-E,Reciprocating,550,
51603,P & W,R-1340-19,Reciprocating,550,
51604,P & W,R-1340-22,Reciprocating,550,
51605,P & W,R-1340-29,Reciprocating,450,
51606,P & W,R-1340-36,Reciprocating,600,
51607,P & W,R-1340-40,Reciprocating,600,
51608,P & W,R-1340-47,Reciprocating,600,
51609,P & W,R-1340-49,Reciprocating,600,
51610,P & W,R-1340-49M1,Reciprocating,600,
51611,P & W,R-1340-51,Reciprocating,600,
51612,P & W,R-1340-AN-1,Reciprocating,550,
51613,P & W,R-1340-AN-2,Reciprocating,600,
51614,P & W,R-1340-51M1,Reciprocating,600,
51615,P & W,R-1340-53,Reciprocating,600,
51616,P & W,R-1340-57,Reciprocating,600,
51617,P & W,R-1830-43,Reciprocating,1200,
51618,P & W,R-1830-43A,Reciprocating,1200,
51619,P & W,R-1830-65,Reciprocating,1200,
51620,P & W,R-1830-67,Reciprocating,1200,
51621,P & W,R-1830-86M2,Reciprocating,1200,
51622,P & W,R-1830-90D,Reciprocating,1200,
51623,P & W,R-1830-49,Reciprocating,1200,
51624,P & W,R-1830-53,Reciprocating,1200,
51625,P & W,R-1830-57,Reciprocating,1200,
51626,P & W,R-1830-82,Reciprocating,1200,
51627,P & W,R-1830-92,Reciprocating,1200,
51628,P & W,R-1830-92A,Reciprocating,1200,
51629,P & W,R-1830-61,Reciprocating,1200,
51630,P & W,R-1830-90B,Reciprocating,1200,
51631,P & W,R-1830-90C,Reciprocating,1200,
51632,P & W,R-1830-96,Reciprocating,1200,
51633,P & W,R-1830-75,Reciprocating,1350,
51634,P & W,R-1830-94,Reciprocating,1350,
51635,P & W,R-1830-94M1,Reciprocating,1350,
51636,P & W,R-1830-94M2,Reciprocating,1350,
51637,P & W,R-985-14B,Reciprocating,400,
51638,P & W,R-985-5,Reciprocating,350,
51639,P & W,R-985-13,Reciprocating,400,
51640,P & W,R-985-50,Reciprocating,400,
51641,P & W,R-985-17,Reciprocating,400,
51642,P & W,R-985-19,Reciprocating,400,
51643,P & W,R-985-23,Reciprocating,400,
51644,P & W,R-985-48,Reciprocating,400,
51645,P & W,R-985-AN-1M1,Reciprocating,400,
51646,P & W,R-985-AN-2,Reciprocating,400,
51647,P & W,R-985-AN-4,Reciprocating,400,
51648,P & W,R-985-AN-6,Reciprocating,400,
51649,P & W,R-985-AN-6B,Reciprocating,400,
51650,P & W,R-985-AN-8,Reciprocating,400,
51651,P & W,R-985-AN-10,Reciprocating,400,
51652,P & W,R-985-AN-12,Reciprocating,400,
51653,P & W,R-985-AN-12B,Reciprocating,400,
51654,P & W,R-985-AN-14B,Reciprocating,400,
51655,P & W,R-985-25,Reciprocating,450,
51656,P & W,R-985-27,Reciprocating,450,
51657,P & W,R-985-39,Reciprocating,450,
51658,P & W,R-985-39A,Turbo-prop,450,
51659,P & W,R-985-AN-1,Reciprocating,450,
51660,P & W,R-985-AN-3,Reciprocating,450,
51661,P & W,R-985-AN14BM1,Reciprocating,450,
51662,P & W,R-985-AN-5,Reciprocating,450,
51663,P & W,PW4050,Turbo-fan,,50000
51664,P & W,PW4052,Turbo-fan,,52200
51665,P & W,PW4056,Turbo-fan,,56750
51666,P & W,JT3D-5A,Turbo-fan,,21000
51667,P & W,PW4060A,Turbo-fan,,61570
51668,P & W,PW4152,Turbo-fan,,52000
51669,P & W,PW4156,Turbo-fan,,56000
51670,P & W,PW4156A,Turbo-fan,,56000
51671,P & W,TF33-P-7,Turbo-fan,,21000
51672,P & W,PW4160,Turbo-fan,,60000
51673,P & W,PW4460,Turbo-fan,,60000
51674,P & W,PW4062,Turbo-fan,,62000
51675,P & W,PW4062A,Turbo-fan,,62000
51676,P & W,TF33-P-7A,Turbo-fan,,21000
51677,P & W,PW4060C,Turbo-fan,,60000
51678,P & W,PW4650,Turbo-fan,,51400
51679,P & W,JT3D-1,Turbo-fan,,17700
51680,P & W,JT3D-1A,Turbo-fan,,17700
51681,P & W,JT3D-1-MC6,Turbo-fan,,17700
51682,P & W,JT3D-1A-MC6,Turbo-fan,,17700
51683,P & W,JT3D-1-MC7,Turbo-fan,,17700
51684,P & W,JT3D-1A-MC7,Turbo-fan,,17700
51685,P & W,JT3D-3,Turbo-fan,,18000
51686,P & W,JT3D-3B,Turbo-fan,,18000
51687,P & W,JT3D-3C,Turbo-fan,,18000
51688,P & W,JT3D-7,Turbo-fan,,19285
51689,P & W,JT3D-7A,Turbo-fan,,19285
51690,P & W,JT8D-209,Turbo-jet,,18500
51691,P & W,JT8D-217,Turbo-jet,,20000
51692,P & W,JT8D-217A,Turbo-fan,,20000
51693,P & W,JT8D-217C,Turbo-fan,,20000
51694,P & W,JT8D-219,Turbo-fan,,21000
51695,P & W,B-5 WASP JR,Reciprocating,452,
51696,P & W,TSB3-G,Reciprocating,3250,
51697,P & W,B5 WASP MAJOR,Reciprocating,3250,
51698,P & W,CB2,Reciprocating,3250,
51699,P & W,B6,Reciprocating,3000,
51700,P & W,B7,Reciprocating,3000,
51701,P & W,B13,Reciprocating,3250,
51702,P & W,B14,Reciprocating,3250,
51703,P & W,JT12A-6,Turbo-jet,,3000
51704,P & W,JT12A-6A,Turbo-jet,,3000
51705,P & W,J60-P-5B,Turbo-jet,,3000
51706,P & W,CA15,Reciprocating,2100,
51707,P & W,CA3,Reciprocating,2100,
51708,P & W,CA17,Reciprocating,2300,
51709,P & W,CA5,Reciprocating,2300,
51710,P & W,CA18,Reciprocating,2100,
51711,P & W,R2800-97,Reciprocating,2100,
51712,P & W,CA19,Reciprocating,2300,
51713,P & W,JT3C-4,Turbo-jet,,11200
51714,P & W,JT3C-6,Turbo-jet,,11200
51715,P & W,JT3C-7,Turbo-jet,,12000
51716,P & W,JT3C-12,Turbo-jet,,13000
51717,P & W,JT4A-3,Turbo-jet,,15800
51718,P & W,JT4A-5,Turbo-jet,,15800
51719,P & W,JT4A-9,Turbo-jet,,16800
51720,P & W,JT4A-10,Turbo-jet,,16800
51721,P & W,JT4A-11,Turbo-jet,,17500
51722,P & W,JT4A-12,Turbo-jet,,17500
51723,P & W,JT8D-1A,Turbo-jet,,14000
51724,P & W,JT8D-7,Turbo-fan,,14000
51725,P & W,JT8D-7A,Turbo-fan,,14000
51726,P & W,JT8D-1B,Turbo-jet,,14000
51727,P & W,JT8D-7B,Turbo-fan,,14000
51728,P & W,JT8D-9,Turbo-jet,,14500
51729,P & W,JT8D-9A,Turbo-jet,,14500
51730,P & W,JT8D-11,Turbo-jet,,15000
51731,P & W,JT8D-15A,Turbo-fan,,15500
51732,P & W,JT8D-17,Turbo-jet,,16000
51733,P & W,JT8D-17A,Turbo-fan,,16000
51734,P & W,JT8D-17R,Turbo-jet,,17400
51735,P & W,JT8D-17AR,Turbo-jet,,17400
51736,P & W,2SD-G,Reciprocating,1350,
51737,P & W,2SD1-G,Reciprocating,1450,
51738,P & W,D-4,Reciprocating,1450,
51739,P & W,2SD13-G,Reciprocating,1450,
51740,P & W,D-3,Reciprocating,1450,
51741,P & W,D-5,Reciprocating,1450,
51742,P & W,D-7,Reciprocating,1450,
51743,P & W,D14,Reciprocating,1450,
51744,P & W,CB3,Reciprocating,2050,
51745,P & W,CB16,Reciprocating,2050,
51746,P & W,CB17,Reciprocating,2200,
51747,P & W,CB4,Reciprocating,2200,
51748,P & W,SC-G,Reciprocating,1050,
51749,P & W,SC3-G,Reciprocating,1050,
51750,P & W,S1C-G,Reciprocating,1200,
51751,P & W,S1C3-G,Turbo-prop,1200,
51752,P & W,S3C4-G,Reciprocating,1200,
51753,P & W,S4C4-G,Reciprocating,1200,
51754,P & W,J60-P-6,Turbo-jet,,3300
51755,P & W,R-2000,Reciprocating,1450,
51756,P & W,J52-P-8B,Turbo-jet,,9300
51757,P & W,J52-P-408,Turbo-jet,,7500
51758,P & W,J52 P08,Turbo-jet,,9300
51759,P&WC,PT6A-65SC,Turbo-prop,1110,
51760,P & W,J60P-5A,Turbo-jet,,2570
51761,P & WC,PT6E-66XT,Turbo-prop,895,
51762,P & W,J-60-P3A,Turbo-jet,,3000
51763,P & W,PW1521G SERIE,Turbo-fan,,21970
51764,P & W,PW1500G SER,Turbo-fan,,23300
51765,P & W,PW2000,Turbo-fan,,37000
51770,P & W,PW1524G SERIE,Turbo-fan,,24400
51800,P&W CANADA,PT6A-140AG,Turbo-prop,867,
51801,P&W CANADA,PT6,Turbo-prop,748,
51805,P&W CANADA,PT6A-140A,Turbo-prop,867,
51850,P&W CANADA,PW306D1,Turbo-fan,,5907
51900,P&W CANADA,PT6-25C,Turbo-prop,750,
51948,P&W CANADA,PW206B3,Turbo-shaft,451,
51950,P&W CANADA,PW210A,Turbo-shaft,875,
51995,P&W CANADA,PT6A-6,Turbo-shaft,550,
51999,P&W CANADA,PT6A-60A,Turbo-shaft,1050,
52000,P&W CANADA,PT6-35,Turbo-prop,560,
52001,P&W,H-A SERIES,Reciprocating,525,
52003,P&W,H-B&HSB SER,Reciprocating,575,
52004,P&W,H-S1E SERIES,Reciprocating,900,
52005,P & W,985 WASP SER,Reciprocating,400,
52006,P&W,WJR-A,Reciprocating,300,
52007,P&W,WJR-B-S-T,Reciprocating,450,
52008,P&W,R-985 SERIES,Reciprocating,450,
52009,P & W,W-A-B-C-D,Reciprocating,450,
52010,P&W,W-SC SERIES,Reciprocating,450,
52011,P&W,W-S1D&TD SER,Reciprocating,550,
52012,P&W,W-S1H&S3H,Reciprocating,600,
52013,P & W,T2D1,Reciprocating,420,
52014,P & W,S3H1,Reciprocating,600,
52015,P & W,S1B1,Reciprocating,575,
52016,P&W,R1340 SERIES,Reciprocating,600,
52017,P&W,TW-SB SERIES,Reciprocating,1000,
52018,P&W,TW-SC SERIES,Reciprocating,1050,
52019,P&W,TW-S1-S3-S4,Reciprocating,1200,
52020,P & W,R-1830 SERIES,Reciprocating,1350,
52021,P&W,TW-D-2SD,Reciprocating,1450,
52022,P & W,SB-1,Reciprocating,575,
52023,P & W,R-2000 SERIES,Reciprocating,1450,
52024,P&W,DW-CA SERIES,Reciprocating,2300,
52025,P&W,DW-CB SERIES,Reciprocating,2500,
52026,P & W,R-2800 SERIES,Reciprocating,2000,
52027,P&W,WMAJ SERIES,Reciprocating,3500,
52028,P & W,SB-G,Reciprocating,1000,
52029,P&W,TWJR-SAIG,Reciprocating,660,
52030,P & W,B1-G,Reciprocating,575,
52031,P & W,B1,Reciprocating,575,
52032,P&W,PT6A SER,Turbo-prop,750,
52033,P&W,PT6 SERIES,Turbo-prop,500,
52034,P&W,PT6A SERIES,Reciprocating,500,
52035,P & W,JT3D SERIES,Turbo-fan,,17700
52036,P & W,JT3C-4&6,Turbo-jet,,11200
52037,P & W,JT4A-3&5SER,Turbo-jet,,15800
52038,P & W,B HORNET,Reciprocating,575,
52039,P & W,JT3D-3&3B,Turbo-fan,,18000
52040,P&W,J42&J48 SER,Turbo-jet,850,
52041,P&W CANADA,PW306D,Turbo-fan,,5907
52042,P & W,JT12A-6 6A,Turbo-jet,,3000
52043,P&W CANADA,PT6A-60A,Turbo-prop,1050,
52044,P & W,JT8D-1,Turbo-jet,,14000
52045,P&W,PT6SER TP,Turbo-prop,500,
52046,P & W,JT8D-5,Turbo-jet,,12250
52047,P & W,JFTD12A SER,Turbo-shaft,4500,
52048,P & W,JT8D-9 SER,Turbo-jet,,14500
52049,P & W,JT8D-17 SER,Turbo-jet,,16000
52050,P & W,JT9D-3A,Turbo-fan,,43500
52051,P & W,JT8D-15,Turbo-fan,,15500
52052,P & W,JT12A-8,Turbo-jet,,3300
52053,P & W,JT8D SERIES,Turbo-jet,,7700
52054,P & W,JT9D SERIES,Turbo-fan,,43500
52055,P&W,T34 SERIES,Turbo-prop,7500,
52056,P & W,JT12A SERIES,Turbo-jet,,1320
52057,P & W,S1B1-G,Reciprocating,575,
52058,P & W,S2B1,Reciprocating,575,
52059,P & W,S2B1-G,Reciprocating,575,
52060,P&W CANADA,JT15D-1,Turbo-fan,,2200
52061,P & W,PW4158,Turbo-fan,,58000
52062,P&W CANADA,PT6A-42,Turbo-prop,850,
52063,P&W,PW615F,Turbo-fan,,1460
52064,P&W,J57-P10,Turbo-jet,,12400
52065,P&W CANADA,PW530A,Turbo-fan,,2887
52066,P&W CANADA,XPT6T-9,Turbo-shaft,1855,
52068,P&W CANADA,PW360D,Turbo-fan,,6040
52069,P&W CANADA,PT6A66D,Turbo-prop,850,
52070,P&W CANADA,PT6A-64,Turbo-prop,700,
52071,P & W,TWIN WASP E1,Reciprocating,1650,
52072,P & W,S3B1,Reciprocating,575,
52073,P & W,S2E-G,Reciprocating,800,
52074,P & W,A HORNET,Reciprocating,525,
52075,P & W,A-1,Reciprocating,525,
52076,P & W,A-2,Reciprocating,525,
52077,P & W,A-3,Reciprocating,525,
52078,P & W,A WASP,Reciprocating,420,
52079,P & W,B WASP,Reciprocating,420,
52080,P&W CANADA,JT15D-5A,Turbo-fan,,2900
52081,P & W,C WASP,Reciprocating,420,
52082,P & W,C1,Reciprocating,420,
52083,P & W,CD,Reciprocating,420,
52084,P & W,SC,Reciprocating,450,
52085,P & W,SC-1,Reciprocating,450,
52086,P & W,T1D1,Reciprocating,525,
52087,P & W,985 WASP JR A,Reciprocating,300,
52088,P & W,S3D1,Reciprocating,450,
52089,P & W,TB,Reciprocating,440,
52090,P & W,TB-2,Reciprocating,440,
52091,P & W,T3A,Reciprocating,440,
52092,P & W,R-1340-59,Reciprocating,600,
52093,P & W,S3H1-G,Reciprocating,600,
52094,P & W,S1D1,Reciprocating,550,
52095,P & W,S1D1-G,Reciprocating,550,
52096,P & W,TD1,Reciprocating,550,
52097,P & W,S1H1,Reciprocating,660,
52098,P & W,S1H2,Reciprocating,660,
52099,P & W,S1H4,Reciprocating,660,
52100,P & W,S1H1-G,Reciprocating,660,
52101,P&W CANADA,PT6A-60AG,Turbo-prop,1050,
52102,P&W CANADA,PT6T-3,Turbo-shaft,900,
52103,P&W CANADA,PT6T-3 SERIES,Turbo-prop,900,
52104,P & W,S1E2-G,Reciprocating,900,
52105,P&W CANADA,PT6A-45,Turbo-prop,1120,
52106,P&W CANADA,PT6T-6,Turbo-shaft,925,
52107,P&W CANADA,PT6-65AR,Turbo-prop,1050,
52108,P & W,SB3-G,Reciprocating,1000,
52109,P&W CANADA,PT6A-65AG,Turbo-prop,1300,
52110,P&W CANADA,JT15D-1A,Turbo-fan,,2200
52111,P & W,S1E3-G,Reciprocating,900,
52112,P&W CANADA,JT15D-4,Turbo-fan,,2500
52113,P&W CANADA,JT15D 5 SER,Turbo-fan,,2900
52114,P&W CANADA,PW120,Turbo-prop,1800,
52115,P&W CANADA,PT6A-65B,Turbo-prop,1173,
52116,P&W CANADA,PW118,Turbo-prop,1800,
52117,P & W,PW2037,Turbo-fan,,37530
52118,P&W CANADA,PT6A-66 SER,Turbo-prop,850,
52119,P&W,PW4000 SER,Turbo-fan,,60000
52120,P&W,R-4360,Reciprocating,3250,
52121,P & W,PW2040,Turbo-fan,,40900
52122,P&W,J57 SER,Turbo-jet,,7200
52123,P&W,T400-CP-400,Turbo-shaft,2000,
52124,P&W CANADA,PW121,Turbo-prop,1950,
52125,P&W CANADA,PW126A,Turbo-prop,2396,
52126,P & W,YF-199,Turbo-jet,,65000
52127,P & W,YF-119,Turbo-fan,,65000
52128,P & W,PW300 SER,Turbo-fan,,5200
52129,P&W CANADA,PW123,Turbo-prop,2142,
52130,P&W CANADA,PW124,Turbo-prop,,2400
52131,P&W CANADA,PW118B,Turbo-prop,1800,
52132,P & W,127,Turbo-prop,2880,
52133,P&W CANADA,PW119B,Turbo-prop,1851,
52134,P&W CANADA,PW535A,Turbo-fan,,3400
52135,P&W CANADA,PW206B SERIES,Turbo-shaft,431,
52136,P & W,S1E-G,Reciprocating,875,
52137,P & W,R-1340-61,Reciprocating,660,
52138,P & W,S3H2,Reciprocating,600,
52139,P & W,PT6A-20A,Turbo-prop,550,
52140,P & W,PW4060,Turbo-fan,,60000
52141,P & W,PT6A-27,Turbo-prop,680,
52142,P & W,PT6A-28,Turbo-prop,680,
52143,P & W,PT6A-34,Turbo-prop,750,
